year,state,price,sales,avg_temp,disaster_count
2008,PA,9.33,150400.589,48.85,0.0
2008,RI,16.04,7818.594,50.775,0.0
2008,SC,7.85,80650.572,62.94999999999999,0.0
2008,SD,7.14,10974.086,43.84166666666666,1.0
2008,TN,8.18,104169.77899,57.625,1.0
2008,TX,10.99,347814.64702,65.53333333333333,3.0
2008,UT,6.49,28191.51101,48.10833333333333,0.0
2008,VA,8.0,110106.33701,55.708333333333336,0.0
2008,VT,12.33,5741.204,43.05,1.0
2008,WA,6.55,87332.884,45.75833333333333,2.0
2008,WI,9.0,70121.82701,41.775,1.0
2008,WV,5.61,34221.103,51.79166666666666,1.0
2008,WY,5.67,16690.24899,40.68333333333333,0.0
2009,AK,15.09,6270.17098,65.96666666666668,2.0
2009,AL,8.83,82844.60198,62.90833333333333,1.0
2009,AR,7.57,43173.10399,59.925,2.0
2009,AZ,9.56,73432.92901,61.083333333333336,1.0
2009,CA,13.24,259583.67598,58.833333333333336,1.0
2009,CO,8.31,51035.906,45.18333333333333,1.0
2009,CT,18.07,29715.764,48.84166666666667,0.0
2009,DE,12.2,11257.778,55.42500000000001,0.0
2009,FL,11.49,224750.322,71.15833333333332,3.0
2009,GA,8.81,130765.50499,63.41666666666668,1.0
2009,HI,21.21,10126.185,26.75833333333333,2.0
2009,IA,7.37,43641.19499,46.7,1.0
2009,ID,6.51,22753.779,42.81666666666667,0.0
2009,IL,9.15,136688.466,51.425,1.0
2009,IN,7.62,99311.81302,51.28333333333333,1.0
2009,KS,7.98,38243.34399,53.6,1.0
2009,KY,6.52,88896.75699,55.39166666666667,1.0
2009,LA,7.06,78669.582,66.85000000000001,0.0
2009,MA,15.45,54359.198,47.74166666666667,1.0
2009,MD,13.09,62589.143,54.60833333333333,0.0
2009,ME,13.12,11282.967,40.85833333333333,1.0
2009,MI,9.4,98121.014,43.775,0.0
2009,MN,8.14,64004.463,40.10833333333333,1.0
2009,MO,7.35,79897.30002,53.975,1.0
2009,MS,8.85,46049.154,63.63333333333333,1.0
2009,MT,7.58,14353.775,41.14166666666666,1.0
2009,NC,8.48,127657.97902,58.88333333333335,1.0
2009,ND,6.63,12648.57999,38.516666666666666,1.0
2009,NE,7.21,28452.194,47.6,1.0
2009,NH,15.09,10698.493,42.96666666666667,1.0
2009,NJ,14.53,75779.853,52.73333333333334,0.0
2009,NM,8.09,21647.13601,54.275000000000006,1.0
2009,NV,10.36,34283.65399,50.36666666666667,1.0
2009,NY,15.44,140034.397,45.01666666666666,1.0
2009,OH,9.02,146299.79301,50.54166666666666,1.0
2009,OK,6.94,54544.58,59.41666666666668,2.0
2009,OR,7.47,47566.89702,47.25833333333333,2.0
2009,PA,9.6,143747.43799,48.43333333333333,0.0
2009,RI,14.22,7617.629,49.774999999999984,0.0
2009,SC,8.42,76417.47899,62.675,1.0
2009,SD,7.39,11010.118,43.55833333333333,1.0
2009,TN,8.69,94909.84401,57.583333333333336,1.0
2009,TX,9.86,345351.41997,65.75833333333333,1.0
2009,UT,6.77,27586.69999,48.44166666666667,1.0
2009,VA,8.93,108462.463,55.15833333333333,0.0
2009,VT,12.75,5496.513,42.28333333333333,0.0
2009,WA,6.59,90210.00198,46.36666666666667,3.0
2009,WI,9.38,66286.43898,42.38333333333333,0.0
2009,WV,6.65,30271.329,51.74166666666667,1.0
2009,WY,6.08,16561.93701,40.925,0.0
2010,AK,14.76,6247.03802,66.01666666666667,1.0
2010,AL,8.89,90862.645,62.708333333333336,2.0
2010,AR,7.28,48194.285,61.17499999999999,1.0
2010,AZ,9.69,72833.03,60.39166666666667,2.0
2010,CA,13.01,258530.892,57.725,2.0
2010,CO,9.15,52917.786,46.15,1.0
2010,CT,17.38,30391.766,51.35,1.0
2010,DE,11.97,11605.932,56.675,0.0
2010,FL,10.58,231209.61399,69.19166666666666,0.0
2010,GA,8.87,140671.57999,62.95833333333332,0.0
2010,HI,25.12,10016.509,27.425,1.0
2010,IA,7.66,45445.26901,48.19166666666666,1.0
2010,ID,6.54,22797.66803,43.325,2.0
2010,IL,9.13,144760.674,52.89166666666667,1.0
2010,IN,7.67,105994.37597,52.59999999999999,0.0
2010,KS,8.35,40420.675,55.275,1.0
2010,KY,6.73,93569.42598,56.00833333333333,1.0
2010,LA,7.8,85079.69198,66.45833333333333,1.0
2010,MA,14.26,57123.422,50.35,2.0
2010,MD,12.71,65335.498,55.85,0.0
2010,ME,12.84,11531.568,44.63333333333333,1.0
2010,MI,9.88,103649.21904,47.075,0.0
2010,MN,8.41,67799.70606,42.84166666666667,2.0
2010,MO,7.78,86085.11697,55.20833333333332,1.0
2010,MS,8.59,49687.166,63.48333333333333,1.0
2010,MT,7.84,13771.45301,41.558333333333344,1.0
2010,NC,8.67,136414.94702,59.01666666666667,2.0
2010,ND,7.11,12956.26301,40.87500000000001,2.0
2010,NE,7.52,29849.46004,49.34166666666667,2.0
2010,NH,14.84,10890.074,45.98333333333334,1.0
2010,NJ,14.68,79179.42701,54.675,1.0
2010,NM,8.4,22428.34401,54.16666666666666,2.0
2010,NV,9.73,33772.595,50.04999999999999,1.0
2010,NY,16.41,144623.57302,47.25,1.0
2010,OH,9.14,154145.41794,51.7,0.0
2010,OK,7.59,57845.98002,60.29999999999999,1.0
2010,OR,7.56,46025.94503,47.11666666666667,0.0
2010,PA,10.31,148963.968,50.083333333333336,0.0
2010,RI,14.07,7799.227,51.96666666666666,1.0
2010,SC,8.49,82479.29299,62.56666666666666,0.0
2010,SD,7.82,11356.14901,45.13333333333335,2.0
2010,TN,8.61,103521.53701,57.92500000000001,1.0
2010,TX,9.34,358457.54999,65.10000000000001,1.0
2010,UT,6.94,28044.00099,48.31666666666666,1.0
2010,VA,8.69,113806.135,55.925,1.0
2010,VT,13.24,5594.83302,44.87499999999999,0.0
2010,WA,6.66,90379.97002,47.083333333333336,1.0
2010,WI,9.78,68752.41704,45.46666666666667,1.0
2010,WV,7.45,32031.803,52.05000000000001,2.0
2010,WY,6.2,17113.45801,41.95833333333334,1.0
2011,AK,16.08,6319.53995,66.01666666666667,2.0
2011,AL,9.1,88995.36899,63.83333333333332,1.0
2011,AR,7.43,47927.829,61.81666666666666,1.0
2011,AZ,9.71,74943.645,60.33333333333332,2.0
2011,CA,13.05,261941.70001,57.43333333333334,2.0
2011,CO,9.39,53458.28502,45.43333333333334,1.0
2011,CT,16.35,29858.993,50.85833333333333,1.0
2011,DE,11.48,11483.29599,57.425,1.0
2011,FL,10.61,225090.42199,71.68333333333334,1.0
2011,GA,9.61,136371.149,64.64166666666667,2.0
2011,HI,31.59,9961.653,26.95,0.0
2011,IA,7.56,45654.87701,48.40833333333333,2.0
2011,ID,6.44,23271.724,42.38333333333333,1.0
2011,IL,8.97,142885.56702,53.15,1.0
2011,IN,8.01,105818.13897,53.06666666666666,1.0
2011,KS,8.89,40760.39897,55.20833333333334,3.0
2011,KY,7.17,89538.341,56.925,1.0
2011,LA,7.68,86369.08101,67.71666666666667,1.0
2011,MA,14.11,55569.912,49.66666666666666,2.0
2011,MD,11.93,63599.711,56.525,1.0
2011,ME,12.58,11415.345,42.81666666666667,2.0
2011,MI,10.4,105053.558,45.61666666666667,0.0
2011,MN,8.65,68532.708,42.025,2.0
2011,MO,8.32,84254.84101,55.64166666666667,2.0
2011,MS,8.78,49337.557,64.45,2.0
2011,MT,8.23,13788.081,41.58333333333333,2.0
