period,stateid,sales
2020,MA,50009.34104
2020,MAT,352125.68998
2020,MD,57629.04001
2020,ME,11346.74
2020,MI,97011.9058
2020,MN,64054.60602
2020,MO,75725.71197
2020,MS,46482.03998
2020,MT,14584.179
2020,MTN,287061.098
2020,NC,130390.97999
2020,ND,21819.45199
2020,NE,31171.53602
2020,NEW,111846.28204
2020,NH,10693.52901
2020,NJ,71998.22099
2020,NM,24777.15501
2020,NV,38233.89901
2020,NY,140406.63199
2020,OH,142615.19902
2020,OK,62299.30498
2020,OR,51019.31301
2020,PA,139720.83699
2020,PACC,387900.12903
2020,PACN,14714.33798
2020,RI,7351.541
2020,SAT,810913.30596
2020,SC,76737.17599
2020,SD,12695.84499
2020,TN,95003.88798
2020,TX,426863.26697
2020,US,3717674.48088
2020,UT,31663.15699
2020,VA,117254.388
2020,VT,5331.45801
2020,WA,86706.144
2020,WI,67448.36105
2020,WNC,295590.95903
2020,WSC,624140.25997
2020,WV,32076.583
2020,WY,15331.018
2021,AK,5969.339
2021,AL,85585.166
2021,AR,48663.14201
2021,AZ,81219.99
2021,CA,247249.865
2021,CO,56351.209
2021,CT,27737.606
2021,DC,10083.372
2021,DE,11479.65499
2021,ENC,552386.63994
2021,ESC,307738.653
2021,FL,241562.08201
2021,GA,137363.95204
2021,HI,8936.482
2021,IA,52893.26902
2021,ID,25285.616
2021,IL,135688.833
2021,IN,99740.04599
2021,KS,40491.78604
2021,KY,74516.98602
2021,LA,90819.34601
2021,MA,50798.38799
2021,MAT,357834.39814
2021,MD,59303.974
2021,ME,11584.674
2021,MI,99813.28097
2021,MN,66589.16797
2021,MO,77763.04101
2021,MS,48015.36399
2021,MT,14961.561
2021,MTN,290706.5
2021,NC,135693.07701
2021,ND,22863.10699
2021,NE,32341.17002
2021,NEW,113798.63599
2021,NH,10867.26799
2021,NJ,73070.46599
2021,NM,25393.74299
2021,NV,39032.042
2021,NY,141423.77816
2021,OH,147717.86495
2021,OK,64525.137
2021,OR,54135.20501
2021,PA,143340.15399
2021,PACC,389583.73801
2021,PACN,14905.821
2021,RI,7398.00399
2021,SAT,833301.43204
2021,SC,79792.13601
2021,SD,13041.39102
2021,TN,99621.13698
2021,TX,435627.87798
2021,US,3805874.25317
2021,UT,32677.62701
2021,VA,125245.19598
2021,VT,5412.69602
2021,WA,88198.668
2021,WI,69426.61502
2021,WNC,305982.93206
2021,WSC,639635.50299
2021,WV,32777.98802
2021,WY,15784.712
2022,AK,6002.08
2022,AL,87027.54499
2022,AR,48997.66299
2022,AZ,84196.51702
2022,CA,251869.136
2022,CO,56763.04099
2022,CT,27767.146
2022,DC,10241.534
2022,DE,11539.27099
2022,ENC,555930.861
2022,ESC,313457.87099
2022,FL,248820.80301
2022,GA,145035.20397
2022,HI,9039.11501
2022,IA,54203.95499
2022,ID,26201.131
2022,IL,135871.58
2022,IN,100044.36496
2022,KS,41961.06503
2022,KY,75338.74199
2022,LA,95138.99799
2022,MA,50983.44001
2022,MAT,362697.84413
2022,MD,59682.71902
2022,ME,11875.708
2022,MI,100639.26202
2022,MN,66635.43002
2022,MO,80306.26002
2022,MS,48979.533
2022,MT,15583.78301
2022,MTN,299085.58699
2022,NC,139206.76104
2022,ND,25392.877
2022,NE,33844.10502
2022,NEW,114491.17902
2022,NH,10818.13
2022,NJ,74442.735
2022,NM,27156.17798
2022,NV,39320.007
2022,NY,143210.51698
2022,OH,149499.78299
2022,OK,69486.94202
2022,OR,56326.89599
2022,PA,145044.59215
2022,PACC,399093.35197
2022,PACN,15041.19501
2022,RI,7576.284
2022,SAT,862535.62906
2022,SC,82758.43201
2022,SD,13467.06401
2022,TN,102112.05101
2022,TX,475401.19206
2022,US,3927169.06933
2022,UT,33365.50101
2022,VA,132264.61703
2022,VT,5470.47101
2022,WA,90897.31998
2022,WI,69875.87103
2022,WNC,315810.7561
2022,WSC,689024.79506
2022,WV,32986.288
2022,WY,16499.42898
2023,AK,6024.59801
2023,AL,84880.35899
2023,AR,48649.29999
2023,AZ,85918.79798
2023,CA,239480.45202
2023,CO,55565.81899
2023,CT,26685.176
2023,DC,9879.714
2023,DE,11081.67099
2023,ENC,539367.1441
2023,ESC,303571.14701
2023,FL,250940.214
2023,GA,142028.83101
2023,HI,8927.25201
2023,IA,54400.25902
2023,ID,25673.977
2023,IL,130578.21703
2023,IN,95995.35001
2023,KS,41052.008
2023,KY,71223.02101
2023,LA,95374.45701
2023,MA,50011.96399
2023,MAT,349229.86802
2023,MD,57033.08501
2023,ME,11336.02999
2023,MI,97588.69001
2023,MN,66215.80005
2023,MO,76975.79901
2023,MS,48421.76201
2023,MT,15504.69901
2023,MTN,299393.79003
2023,NC,133091.10797
2023,ND,28202.179
2023,NE,33571.19901
2023,NEW,111329.29397
2023,NH,10631.31298
2023,NJ,71096.93901
2023,NM,28347.49003
2023,NV,38249.35501
2023,NY,139421.93598
2023,OH,146640.98305
2023,OK,68978.84001
2023,OR,57984.962
2023,PA,138710.99303
2023,PACC,387018.044
2023,PACN,14951.85001
2023,RI,7300.78799
2023,SAT,849645.99999
2023,SC,81202.18501
2023,SD,13505.999
2023,TN,99046.005
2023,TX,492820.38499
2023,US,3874253.3622
2023,UT,33343.53701
2023,VA,132318.50501
2023,VT,5364.02301
2023,WA,89552.62999
2023,WI,68563.90399
2023,WNC,313923.24308
2023,WSC,705822.98199
2023,WV,32070.68699
2023,WY,16790.115
