state,declarationDate,incidentType,incidentEndDate,fyDeclared,region
LA,2005-09-21T00:00:00.000Z,Hurricane,2005-11-01T00:00:00.000Z,2005,6
LA,2005-09-21T00:00:00.000Z,Hurricane,2005-11-01T00:00:00.000Z,2005,6
LA,2005-09-21T00:00:00.000Z,Hurricane,2005-11-01T00:00:00.000Z,2005,6
LA,2005-09-21T00:00:00.000Z,Hurricane,2005-11-01T00:00:00.000Z,2005,6
LA,2005-09-21T00:00:00.000Z,Hurricane,2005-11-01T00:00:00.000Z,2005,6
LA,2005-09-21T00:00:00.000Z,Hurricane,2005-11-01T00:00:00.000Z,2005,6
LA,2005-09-21T00:00:00.000Z,Hurricane,2005-11-01T00:00:00.000Z,2005,6
LA,2005-09-21T00:00:00.000Z,Hurricane,2005-11-01T00:00:00.000Z,2005,6
LA,2005-09-21T00:00:00.000Z,Hurricane,2005-11-01T00:00:00.000Z,2005,6
LA,2005-09-21T00:00:00.000Z,Hurricane,2005-11-01T00:00:00.000Z,2005,6
LA,2005-09-21T00:00:00.000Z,Hurricane,2005-11-01T00:00:00.000Z,2005,6
LA,2005-09-21T00:00:00.000Z,Hurricane,2005-11-01T00:00:00.000Z,2005,6
LA,2005-09-21T00:00:00.000Z,Hurricane,2005-11-01T00:00:00.000Z,2005,6
LA,2005-09-21T00:00:00.000Z,Hurricane,2005-11-01T00:00:00.000Z,2005,6
LA,2005-09-21T00:00:00.000Z,Hurricane,2005-11-01T00:00:00.000Z,2005,6
LA,2005-09-21T00:00:00.000Z,Hurricane,2005-11-01T00:00:00.000Z,2005,6
LA,2005-09-21T00:00:00.000Z,Hurricane,2005-11-01T00:00:00.000Z,2005,6
LA,2005-09-21T00:00:00.000Z,Hurricane,2005-11-01T00:00:00.000Z,2005,6
LA,2005-09-21T00:00:00.000Z,Hurricane,2005-11-01T00:00:00.000Z,2005,6
LA,2005-09-21T00:00:00.000Z,Hurricane,2005-11-01T00:00:00.000Z,2005,6
LA,2005-09-21T00:00:00.000Z,Hurricane,2005-11-01T00:00:00.000Z,2005,6
LA,2005-09-21T00:00:00.000Z,Hurricane,2005-11-01T00:00:00.000Z,2005,6
LA,2005-09-21T00:00:00.000Z,Hurricane,2005-11-01T00:00:00.000Z,2005,6
LA,2005-09-21T00:00:00.000Z,Hurricane,2005-11-01T00:00:00.000Z,2005,6
LA,2005-09-21T00:00:00.000Z,Hurricane,2005-11-01T00:00:00.000Z,2005,6
LA,2005-09-21T00:00:00.000Z,Hurricane,2005-11-01T00:00:00.000Z,2005,6
LA,2005-09-21T00:00:00.000Z,Hurricane,2005-11-01T00:00:00.000Z,2005,6
LA,2005-09-21T00:00:00.000Z,Hurricane,2005-11-01T00:00:00.000Z,2005,6
LA,2005-09-21T00:00:00.000Z,Hurricane,2005-11-01T00:00:00.000Z,2005,6
LA,2005-09-21T00:00:00.000Z,Hurricane,2005-11-01T00:00:00.000Z,2005,6
LA,2005-09-21T00:00:00.000Z,Hurricane,2005-11-01T00:00:00.000Z,2005,6
LA,2005-09-21T00:00:00.000Z,Hurricane,2005-11-01T00:00:00.000Z,2005,6
LA,2005-09-21T00:00:00.000Z,Hurricane,2005-11-01T00:00:00.000Z,2005,6
LA,2005-09-21T00:00:00.000Z,Hurricane,2005-11-01T00:00:00.000Z,2005,6
LA,2005-09-21T00:00:00.000Z,Hurricane,2005-11-01T00:00:00.000Z,2005,6
LA,2005-09-21T00:00:00.000Z,Hurricane,2005-11-01T00:00:00.000Z,2005,6
LA,2005-09-21T00:00:00.000Z,Hurricane,2005-11-01T00:00:00.000Z,2005,6
LA,2005-09-21T00:00:00.000Z,Hurricane,2005-11-01T00:00:00.000Z,2005,6
LA,2005-09-21T00:00:00.000Z,Hurricane,2005-11-01T00:00:00.000Z,2005,6
LA,2005-09-21T00:00:00.000Z,Hurricane,2005-11-01T00:00:00.000Z,2005,6
LA,2005-09-21T00:00:00.000Z,Hurricane,2005-11-01T00:00:00.000Z,2005,6
LA,2005-09-21T00:00:00.000Z,Hurricane,2005-11-01T00:00:00.000Z,2005,6
FL,2005-09-20T00:00:00.000Z,Hurricane,2005-10-23T00:00:00.000Z,2005,4
FL,2005-09-20T00:00:00.000Z,Hurricane,2005-10-23T00:00:00.000Z,2005,4
FL,2005-09-20T00:00:00.000Z,Hurricane,2005-10-23T00:00:00.000Z,2005,4
FL,2005-09-20T00:00:00.000Z,Hurricane,2005-10-23T00:00:00.000Z,2005,4
NH,2005-09-19T00:00:00.000Z,Hurricane,2005-10-01T00:00:00.000Z,2005,1
NH,2005-09-19T00:00:00.000Z,Hurricane,2005-10-01T00:00:00.000Z,2005,1
NH,2005-09-19T00:00:00.000Z,Hurricane,2005-10-01T00:00:00.000Z,2005,1
NH,2005-09-19T00:00:00.000Z,Hurricane,2005-10-01T00:00:00.000Z,2005,1
NH,2005-09-19T00:00:00.000Z,Hurricane,2005-10-01T00:00:00.000Z,2005,1
NH,2005-09-19T00:00:00.000Z,Hurricane,2005-10-01T00:00:00.000Z,2005,1
NH,2005-09-19T00:00:00.000Z,Hurricane,2005-10-01T00:00:00.000Z,2005,1
NH,2005-09-19T00:00:00.000Z,Hurricane,2005-10-01T00:00:00.000Z,2005,1
NH,2005-09-19T00:00:00.000Z,Hurricane,2005-10-01T00:00:00.000Z,2005,1
NH,2005-09-19T00:00:00.000Z,Hurricane,2005-10-01T00:00:00.000Z,2005,1
NJ,2005-09-19T00:00:00.000Z,Hurricane,2005-10-01T00:00:00.000Z,2005,2
NJ,2005-09-19T00:00:00.000Z,Hurricane,2005-10-01T00:00:00.000Z,2005,2
NJ,2005-09-19T00:00:00.000Z,Hurricane,2005-10-01T00:00:00.000Z,2005,2
NJ,2005-09-19T00:00:00.000Z,Hurricane,2005-10-01T00:00:00.000Z,2005,2
NJ,2005-09-19T00:00:00.000Z,Hurricane,2005-10-01T00:00:00.000Z,2005,2
NJ,2005-09-19T00:00:00.000Z,Hurricane,2005-10-01T00:00:00.000Z,2005,2
NJ,2005-09-19T00:00:00.000Z,Hurricane,2005-10-01T00:00:00.000Z,2005,2
NJ,2005-09-19T00:00:00.000Z,Hurricane,2005-10-01T00:00:00.000Z,2005,2
NJ,2005-09-19T00:00:00.000Z,Hurricane,2005-10-01T00:00:00.000Z,2005,2
NJ,2005-09-19T00:00:00.000Z,Hurricane,2005-10-01T00:00:00.000Z,2005,2
NJ,2005-09-19T00:00:00.000Z,Hurricane,2005-10-01T00:00:00.000Z,2005,2
NJ,2005-09-19T00:00:00.000Z,Hurricane,2005-10-01T00:00:00.000Z,2005,2
NJ,2005-09-19T00:00:00.000Z,Hurricane,2005-10-01T00:00:00.000Z,2005,2
NJ,2005-09-19T00:00:00.000Z,Hurricane,2005-10-01T00:00:00.000Z,2005,2
NJ,2005-09-19T00:00:00.000Z,Hurricane,2005-10-01T00:00:00.000Z,2005,2
NJ,2005-09-19T00:00:00.000Z,Hurricane,2005-10-01T00:00:00.000Z,2005,2
NJ,2005-09-19T00:00:00.000Z,Hurricane,2005-10-01T00:00:00.000Z,2005,2
NJ,2005-09-19T00:00:00.000Z,Hurricane,2005-10-01T00:00:00.000Z,2005,2
NJ,2005-09-19T00:00:00.000Z,Hurricane,2005-10-01T00:00:00.000Z,2005,2
NJ,2005-09-19T00:00:00.000Z,Hurricane,2005-10-01T00:00:00.000Z,2005,2
NJ,2005-09-19T00:00:00.000Z,Hurricane,2005-10-01T00:00:00.000Z,2005,2
ME,2005-09-19T00:00:00.000Z,Hurricane,2005-10-01T00:00:00.000Z,2005,1
ME,2005-09-19T00:00:00.000Z,Hurricane,2005-10-01T00:00:00.000Z,2005,1
ME,2005-09-19T00:00:00.000Z,Hurricane,2005-10-01T00:00:00.000Z,2005,1
ME,2005-09-19T00:00:00.000Z,Hurricane,2005-10-01T00:00:00.000Z,2005,1
ME,2005-09-19T00:00:00.000Z,Hurricane,2005-10-01T00:00:00.000Z,2005,1
ME,2005-09-19T00:00:00.000Z,Hurricane,2005-10-01T00:00:00.000Z,2005,1
ME,2005-09-19T00:00:00.000Z,Hurricane,2005-10-01T00:00:00.000Z,2005,1
ME,2005-09-19T00:00:00.000Z,Hurricane,2005-10-01T00:00:00.000Z,2005,1
ME,2005-09-19T00:00:00.000Z,Hurricane,2005-10-01T00:00:00.000Z,2005,1
ME,2005-09-19T00:00:00.000Z,Hurricane,2005-10-01T00:00:00.000Z,2005,1
ME,2005-09-19T00:00:00.000Z,Hurricane,2005-10-01T00:00:00.000Z,2005,1
ME,2005-09-19T00:00:00.000Z,Hurricane,2005-10-01T00:00:00.000Z,2005,1
ME,2005-09-19T00:00:00.000Z,Hurricane,2005-10-01T00:00:00.000Z,2005,1
ME,2005-09-19T00:00:00.000Z,Hurricane,2005-10-01T00:00:00.000Z,2005,1
ME,2005-09-19T00:00:00.000Z,Hurricane,2005-10-01T00:00:00.000Z,2005,1
RI,2005-09-19T00:00:00.000Z,Hurricane,2005-10-01T00:00:00.000Z,2005,1
RI,2005-09-19T00:00:00.000Z,Hurricane,2005-10-01T00:00:00.000Z,2005,1
RI,2005-09-19T00:00:00.000Z,Hurricane,2005-10-01T00:00:00.000Z,2005,1
RI,2005-09-19T00:00:00.000Z,Hurricane,2005-10-01T00:00:00.000Z,2005,1
RI,2005-09-19T00:00:00.000Z,Hurricane,2005-10-01T00:00:00.000Z,2005,1
NC,2005-09-14T00:00:00.000Z,Hurricane,2005-09-17T00:00:00.000Z,2005,4
NC,2005-09-14T00:00:00.000Z,Hurricane,2005-09-17T00:00:00.000Z,2005,4
NC,2005-09-14T00:00:00.000Z,Hurricane,2005-09-17T00:00:00.000Z,2005,4
NC,2005-09-14T00:00:00.000Z,Hurricane,2005-09-17T00:00:00.000Z,2005,4
NC,2005-09-14T00:00:00.000Z,Hurricane,2005-09-17T00:00:00.000Z,2005,4
NC,2005-09-14T00:00:00.000Z,Hurricane,2005-09-17T00:00:00.000Z,2005,4
NC,2005-09-14T00:00:00.000Z,Hurricane,2005-09-17T00:00:00.000Z,2005,4
NC,2005-09-14T00:00:00.000Z,Hurricane,2005-09-17T00:00:00.000Z,2005,4
NC,2005-09-14T00:00:00.000Z,Hurricane,2005-09-17T00:00:00.000Z,2005,4
NC,2005-09-14T00:00:00.000Z,Hurricane,2005-09-17T00:00:00.000Z,2005,4
NC,2005-09-14T00:00:00.000Z,Hurricane,2005-09-17T00:00:00.000Z,2005,4
NC,2005-09-14T00:00:00.000Z,Hurricane,2005-09-17T00:00:00.000Z,2005,4
NC,2005-09-14T00:00:00.000Z,Hurricane,2005-09-17T00:00:00.000Z,2005,4
NC,2005-09-14T00:00:00.000Z,Hurricane,2005-09-17T00:00:00.000Z,2005,4
NC,2005-09-14T00:00:00.000Z,Hurricane,2005-09-17T00:00:00.000Z,2005,4
NC,2005-09-14T00:00:00.000Z,Hurricane,2005-09-17T00:00:00.000Z,2005,4
NC,2005-09-14T00:00:00.000Z,Hurricane,2005-09-17T00:00:00.000Z,2005,4
NC,2005-09-14T00:00:00.000Z,Hurricane,2005-09-17T00:00:00.000Z,2005,4
NC,2005-09-14T00:00:00.000Z,Hurricane,2005-09-17T00:00:00.000Z,2005,4
NC,2005-09-14T00:00:00.000Z,Hurricane,2005-09-17T00:00:00.000Z,2005,4
NC,2005-09-14T00:00:00.000Z,Hurricane,2005-09-17T00:00:00.000Z,2005,4
NC,2005-09-14T00:00:00.000Z,Hurricane,2005-09-17T00:00:00.000Z,2005,4
NC,2005-09-14T00:00:00.000Z,Hurricane,2005-09-17T00:00:00.000Z,2005,4
NC,2005-09-14T00:00:00.000Z,Hurricane,2005-09-17T00:00:00.000Z,2005,4
NC,2005-09-14T00:00:00.000Z,Hurricane,2005-09-17T00:00:00.000Z,2005,4
NC,2005-09-14T00:00:00.000Z,Hurricane,2005-09-17T00:00:00.000Z,2005,4
NC,2005-09-14T00:00:00.000Z,Hurricane,2005-09-17T00:00:00.000Z,2005,4
NC,2005-09-14T00:00:00.000Z,Hurricane,2005-09-17T00:00:00.000Z,2005,4
NC,2005-09-14T00:00:00.000Z,Hurricane,2005-09-17T00:00:00.000Z,2005,4
NC,2005-09-14T00:00:00.000Z,Hurricane,2005-09-17T00:00:00.000Z,2005,4
NC,2005-09-14T00:00:00.000Z,Hurricane,2005-09-17T00:00:00.000Z,2005,4
NC,2005-09-14T00:00:00.000Z,Hurricane,2005-09-17T00:00:00.000Z,2005,4
NC,2005-09-14T00:00:00.000Z,Hurricane,2005-09-17T00:00:00.000Z,2005,4
NC,2005-09-14T00:00:00.000Z,Hurricane,2005-09-17T00:00:00.000Z,2005,4
NC,2005-09-14T00:00:00.000Z,Hurricane,2005-09-17T00:00:00.000Z,2005,4
NC,2005-09-14T00:00:00.000Z,Hurricane,2005-09-17T00:00:00.000Z,2005,4
NC,2005-09-14T00:00:00.000Z,Hurricane,2005-09-17T00:00:00.000Z,2005,4
MT,2005-09-13T00:00:00.000Z,Hurricane,2005-10-01T00:00:00.000Z,2005,8
MT,2005-09-13T00:00:00.000Z,Hurricane,2005-10-01T00:00:00.000Z,2005,8
MT,2005-09-13T00:00:00.000Z,Hurricane,2005-10-01T00:00:00.000Z,2005,8
MT,2005-09-13T00:00:00.000Z,Hurricane,2005-10-01T00:00:00.000Z,2005,8
MT,2005-09-13T00:00:00.000Z,Hurricane,2005-10-01T00:00:00.000Z,2005,8
MT,2005-09-13T00:00:00.000Z,Hurricane,2005-10-01T00:00:00.000Z,2005,8
MT,2005-09-13T00:00:00.000Z,Hurricane,2005-10-01T00:00:00.000Z,2005,8
MT,2005-09-13T00:00:00.000Z,Hurricane,2005-10-01T00:00:00.000Z,2005,8
MT,2005-09-13T00:00:00.000Z,Hurricane,2005-10-01T00:00:00.000Z,2005,8
MT,2005-09-13T00:00:00.000Z,Hurricane,2005-10-01T00:00:00.000Z,2005,8
MT,2005-09-13T00:00:00.000Z,Hurricane,2005-10-01T00:00:00.000Z,2005,8
MT,2005-09-13T00:00:00.000Z,Hurricane,2005-10-01T00:00:00.000Z,2005,8
MT,2005-09-13T00:00:00.000Z,Hurricane,2005-10-01T00:00:00.000Z,2005,8
MT,2005-09-13T00:00:00.000Z,Hurricane,2005-10-01T00:00:00.000Z,2005,8
MT,2005-09-13T00:00:00.000Z,Hurricane,2005-10-01T00:00:00.000Z,2005,8
MT,2005-09-13T00:00:00.000Z,Hurricane,2005-10-01T00:00:00.000Z,2005,8
MT,2005-09-13T00:00:00.000Z,Hurricane,2005-10-01T00:00:00.000Z,2005,8
MT,2005-09-13T00:00:00.000Z,Hurricane,2005-10-01T00:00:00.000Z,2005,8
MT,2005-09-13T00:00:00.000Z,Hurricane,2005-10-01T00:00:00.000Z,2005,8
MT,2005-09-13T00:00:00.000Z,Hurricane,2005-10-01T00:00:00.000Z,2005,8
MT,2005-09-13T00:00:00.000Z,Hurricane,2005-10-01T00:00:00.000Z,2005,8
MT,2005-09-13T00:00:00.000Z,Hurricane,2005-10-01T00:00:00.000Z,2005,8
MT,2005-09-13T00:00:00.000Z,Hurricane,2005-10-01T00:00:00.000Z,2005,8
MT,2005-09-13T00:00:00.000Z,Hurricane,2005-10-01T00:00:00.000Z,2005,8
MT,2005-09-13T00:00:00.000Z,Hurricane,2005-10-01T00:00:00.000Z,2005,8
MT,2005-09-13T00:00:00.000Z,Hurricane,2005-10-01T00:00:00.000Z,2005,8
MT,2005-09-13T00:00:00.000Z,Hurricane,2005-10-01T00:00:00.000Z,2005,8
MT,2005-09-13T00:00:00.000Z,Hurricane,2005-10-01T00:00:00.000Z,2005,8
MT,2005-09-13T00:00:00.000Z,Hurricane,2005-10-01T00:00:00.000Z,2005,8
MT,2005-09-13T00:00:00.000Z,Hurricane,2005-10-01T00:00:00.000Z,2005,8
MT,2005-09-13T00:00:00.000Z,Hurricane,2005-10-01T00:00:00.000Z,2005,8
MT,2005-09-13T00:00:00.000Z,Hurricane,2005-10-01T00:00:00.000Z,2005,8
MT,2005-09-13T00:00:00.000Z,Hurricane,2005-10-01T00:00:00.000Z,2005,8
MT,2005-09-13T00:00:00.000Z,Hurricane,2005-10-01T00:00:00.000Z,2005,8
MT,2005-09-13T00:00:00.000Z,Hurricane,2005-10-01T00:00:00.000Z,2005,8
MT,2005-09-13T00:00:00.000Z,Hurricane,2005-10-01T00:00:00.000Z,2005,8
MT,2005-09-13T00:00:00.000Z,Hurricane,2005-10-01T00:00:00.000Z,2005,8
MT,2005-09-13T00:00:00.000Z,Hurricane,2005-10-01T00:00:00.000Z,2005,8
MT,2005-09-13T00:00:00.000Z,Hurricane,2005-10-01T00:00:00.000Z,2005,8
MT,2005-09-13T00:00:00.000Z,Hurricane,2005-10-01T00:00:00.000Z,2005,8
MT,2005-09-13T00:00:00.000Z,Hurricane,2005-10-01T00:00:00.000Z,2005,8
MT,2005-09-13T00:00:00.000Z,Hurricane,2005-10-01T00:00:00.000Z,2005,8
MT,2005-09-13T00:00:00.000Z,Hurricane,2005-10-01T00:00:00.000Z,2005,8
MT,2005-09-13T00:00:00.000Z,Hurricane,2005-10-01T00:00:00.000Z,2005,8
MT,2005-09-13T00:00:00.000Z,Hurricane,2005-10-01T00:00:00.000Z,2005,8
MT,2005-09-13T00:00:00.000Z,Hurricane,2005-10-01T00:00:00.000Z,2005,8
MT,2005-09-13T00:00:00.000Z,Hurricane,2005-10-01T00:00:00.000Z,2005,8
MT,2005-09-13T00:00:00.000Z,Hurricane,2005-10-01T00:00:00.000Z,2005,8
MT,2005-09-13T00:00:00.000Z,Hurricane,2005-10-01T00:00:00.000Z,2005,8
MT,2005-09-13T00:00:00.000Z,Hurricane,2005-10-01T00:00:00.000Z,2005,8
MT,2005-09-13T00:00:00.000Z,Hurricane,2005-10-01T00:00:00.000Z,2005,8
MT,2005-09-13T00:00:00.000Z,Hurricane,2005-10-01T00:00:00.000Z,2005,8
MT,2005-09-13T00:00:00.000Z,Hurricane,2005-10-01T00:00:00.000Z,2005,8
MT,2005-09-13T00:00:00.000Z,Hurricane,2005-10-01T00:00:00.000Z,2005,8
MT,2005-09-13T00:00:00.000Z,Hurricane,2005-10-01T00:00:00.000Z,2005,8
MT,2005-09-13T00:00:00.000Z,Hurricane,2005-10-01T00:00:00.000Z,2005,8
MA,2005-09-13T00:00:00.000Z,Hurricane,2005-10-01T00:00:00.000Z,2005,1
MA,2005-09-13T00:00:00.000Z,Hurricane,2005-10-01T00:00:00.000Z,2005,1
MA,2005-09-13T00:00:00.000Z,Hurricane,2005-10-01T00:00:00.000Z,2005,1
MA,2005-09-13T00:00:00.000Z,Hurricane,2005-10-01T00:00:00.000Z,2005,1
MA,2005-09-13T00:00:00.000Z,Hurricane,2005-10-01T00:00:00.000Z,2005,1
MA,2005-09-13T00:00:00.000Z,Hurricane,2005-10-01T00:00:00.000Z,2005,1
MA,2005-09-13T00:00:00.000Z,Hurricane,2005-10-01T00:00:00.000Z,2005,1
MA,2005-09-13T00:00:00.000Z,Hurricane,2005-10-01T00:00:00.000Z,2005,1
MA,2005-09-13T00:00:00.000Z,Hurricane,2005-10-01T00:00:00.000Z,2005,1
MA,2005-09-13T00:00:00.000Z,Hurricane,2005-10-01T00:00:00.000Z,2005,1
MA,2005-09-13T00:00:00.000Z,Hurricane,2005-10-01T00:00:00.000Z,2005,1
MA,2005-09-13T00:00:00.000Z,Hurricane,2005-10-01T00:00:00.000Z,2005,1
MA,2005-09-13T00:00:00.000Z,Hurricane,2005-10-01T00:00:00.000Z,2005,1
MA,2005-09-13T00:00:00.000Z,Hurricane,2005-10-01T00:00:00.000Z,2005,1
MD,2005-09-13T00:00:00.000Z,Hurricane,2005-10-01T00:00:00.000Z,2005,3
MD,2005-09-13T00:00:00.000Z,Hurricane,2005-10-01T00:00:00.000Z,2005,3
MD,2005-09-13T00:00:00.000Z,Hurricane,2005-10-01T00:00:00.000Z,2005,3
MD,2005-09-13T00:00:00.000Z,Hurricane,2005-10-01T00:00:00.000Z,2005,3
MD,2005-09-13T00:00:00.000Z,Hurricane,2005-10-01T00:00:00.000Z,2005,3
MD,2005-09-13T00:00:00.000Z,Hurricane,2005-10-01T00:00:00.000Z,2005,3
MD,2005-09-13T00:00:00.000Z,Hurricane,2005-10-01T00:00:00.000Z,2005,3
MD,2005-09-13T00:00:00.000Z,Hurricane,2005-10-01T00:00:00.000Z,2005,3
MD,2005-09-13T00:00:00.000Z,Hurricane,2005-10-01T00:00:00.000Z,2005,3
MD,2005-09-13T00:00:00.000Z,Hurricane,2005-10-01T00:00:00.000Z,2005,3
MD,2005-09-13T00:00:00.000Z,Hurricane,2005-10-01T00:00:00.000Z,2005,3
MD,2005-09-13T00:00:00.000Z,Hurricane,2005-10-01T00:00:00.000Z,2005,3
MD,2005-09-13T00:00:00.000Z,Hurricane,2005-10-01T00:00:00.000Z,2005,3
MD,2005-09-13T00:00:00.000Z,Hurricane,2005-10-01T00:00:00.000Z,2005,3
MD,2005-09-13T00:00:00.000Z,Hurricane,2005-10-01T00:00:00.000Z,2005,3
MD,2005-09-13T00:00:00.000Z,Hurricane,2005-10-01T00:00:00.000Z,2005,3
MD,2005-09-13T00:00:00.000Z,Hurricane,2005-10-01T00:00:00.000Z,2005,3
MD,2005-09-13T00:00:00.000Z,Hurricane,2005-10-01T00:00:00.000Z,2005,3
MD,2005-09-13T00:00:00.000Z,Hurricane,2005-10-01T00:00:00.000Z,2005,3
MD,2005-09-13T00:00:00.000Z,Hurricane,2005-10-01T00:00:00.000Z,2005,3
MD,2005-09-13T00:00:00.000Z,Hurricane,2005-10-01T00:00:00.000Z,2005,3
MD,2005-09-13T00:00:00.000Z,Hurricane,2005-10-01T00:00:00.000Z,2005,3
MD,2005-09-13T00:00:00.000Z,Hurricane,2005-10-01T00:00:00.000Z,2005,3
MD,2005-09-13T00:00:00.000Z,Hurricane,2005-10-01T00:00:00.000Z,2005,3
OH,2005-09-13T00:00:00.000Z,Hurricane,2005-10-01T00:00:00.000Z,2005,5
OH,2005-09-13T00:00:00.000Z,Hurricane,2005-10-01T00:00:00.000Z,2005,5
OH,2005-09-13T00:00:00.000Z,Hurricane,2005-10-01T00:00:00.000Z,2005,5
OH,2005-09-13T00:00:00.000Z,Hurricane,2005-10-01T00:00:00.000Z,2005,5
OH,2005-09-13T00:00:00.000Z,Hurricane,2005-10-01T00:00:00.000Z,2005,5
OH,2005-09-13T00:00:00.000Z,Hurricane,2005-10-01T00:00:00.000Z,2005,5
OH,2005-09-13T00:00:00.000Z,Hurricane,2005-10-01T00:00:00.000Z,2005,5
OH,2005-09-13T00:00:00.000Z,Hurricane,2005-10-01T00:00:00.000Z,2005,5
OH,2005-09-13T00:00:00.000Z,Hurricane,2005-10-01T00:00:00.000Z,2005,5
OH,2005-09-13T00:00:00.000Z,Hurricane,2005-10-01T00:00:00.000Z,2005,5
OH,2005-09-13T00:00:00.000Z,Hurricane,2005-10-01T00:00:00.000Z,2005,5
OH,2005-09-13T00:00:00.000Z,Hurricane,2005-10-01T00:00:00.000Z,2005,5
OH,2005-09-13T00:00:00.000Z,Hurricane,2005-10-01T00:00:00.000Z,2005,5
OH,2005-09-13T00:00:00.000Z,Hurricane,2005-10-01T00:00:00.000Z,2005,5
OH,2005-09-13T00:00:00.000Z,Hurricane,2005-10-01T00:00:00.000Z,2005,5
OH,2005-09-13T00:00:00.000Z,Hurricane,2005-10-01T00:00:00.000Z,2005,5
OH,2005-09-13T00:00:00.000Z,Hurricane,2005-10-01T00:00:00.000Z,2005,5
OH,2005-09-13T00:00:00.000Z,Hurricane,2005-10-01T00:00:00.000Z,2005,5
OH,2005-09-13T00:00:00.000Z,Hurricane,2005-10-01T00:00:00.000Z,2005,5
OH,2005-09-13T00:00:00.000Z,Hurricane,2005-10-01T00:00:00.000Z,2005,5
OH,2005-09-13T00:00:00.000Z,Hurricane,2005-10-01T00:00:00.000Z,2005,5
OH,2005-09-13T00:00:00.000Z,Hurricane,2005-10-01T00:00:00.000Z,2005,5
OH,2005-09-13T00:00:00.000Z,Hurricane,2005-10-01T00:00:00.000Z,2005,5
OH,2005-09-13T00:00:00.000Z,Hurricane,2005-10-01T00:00:00.000Z,2005,5
OH,2005-09-13T00:00:00.000Z,Hurricane,2005-10-01T00:00:00.000Z,2005,5
OH,2005-09-13T00:00:00.000Z,Hurricane,2005-10-01T00:00:00.000Z,2005,5
OH,2005-09-13T00:00:00.000Z,Hurricane,2005-10-01T00:00:00.000Z,2005,5
OH,2005-09-13T00:00:00.000Z,Hurricane,2005-10-01T00:00:00.000Z,2005,5
OH,2005-09-13T00:00:00.000Z,Hurricane,2005-10-01T00:00:00.000Z,2005,5
OH,2005-09-13T00:00:00.000Z,Hurricane,2005-10-01T00:00:00.000Z,2005,5
OH,2005-09-13T00:00:00.000Z,Hurricane,2005-10-01T00:00:00.000Z,2005,5
OH,2005-09-13T00:00:00.000Z,Hurricane,2005-10-01T00:00:00.000Z,2005,5
OH,2005-09-13T00:00:00.000Z,Hurricane,2005-10-01T00:00:00.000Z,2005,5
OH,2005-09-13T00:00:00.000Z,Hurricane,2005-10-01T00:00:00.000Z,2005,5
OH,2005-09-13T00:00:00.000Z,Hurricane,2005-10-01T00:00:00.000Z,2005,5
OH,2005-09-13T00:00:00.000Z,Hurricane,2005-10-01T00:00:00.000Z,2005,5
OH,2005-09-13T00:00:00.000Z,Hurricane,2005-10-01T00:00:00.000Z,2005,5
OH,2005-09-13T00:00:00.000Z,Hurricane,2005-10-01T00:00:00.000Z,2005,5
OH,2005-09-13T00:00:00.000Z,Hurricane,2005-10-01T00:00:00.000Z,2005,5
OH,2005-09-13T00:00:00.000Z,Hurricane,2005-10-01T00:00:00.000Z,2005,5
OH,2005-09-13T00:00:00.000Z,Hurricane,2005-10-01T00:00:00.000Z,2005,5
OH,2005-09-13T00:00:00.000Z,Hurricane,2005-10-01T00:00:00.000Z,2005,5
OH,2005-09-13T00:00:00.000Z,Hurricane,2005-10-01T00:00:00.000Z,2005,5
OH,2005-09-13T00:00:00.000Z,Hurricane,2005-10-01T00:00:00.000Z,2005,5
OH,2005-09-13T00:00:00.000Z,Hurricane,2005-10-01T00:00:00.000Z,2005,5
OH,2005-09-13T00:00:00.000Z,Hurricane,2005-10-01T00:00:00.000Z,2005,5
OH,2005-09-13T00:00:00.000Z,Hurricane,2005-10-01T00:00:00.000Z,2005,5
OH,2005-09-13T00:00:00.000Z,Hurricane,2005-10-01T00:00:00.000Z,2005,5
OH,2005-09-13T00:00:00.000Z,Hurricane,2005-10-01T00:00:00.000Z,2005,5
OH,2005-09-13T00:00:00.000Z,Hurricane,2005-10-01T00:00:00.000Z,2005,5
OH,2005-09-13T00:00:00.000Z,Hurricane,2005-10-01T00:00:00.000Z,2005,5
OH,2005-09-13T00:00:00.000Z,Hurricane,2005-10-01T00:00:00.000Z,2005,5
OH,2005-09-13T00:00:00.000Z,Hurricane,2005-10-01T00:00:00.000Z,2005,5
OH,2005-09-13T00:00:00.000Z,Hurricane,2005-10-01T00:00:00.000Z,2005,5
OH,2005-09-13T00:00:00.000Z,Hurricane,2005-10-01T00:00:00.000Z,2005,5
OH,2005-09-13T00:00:00.000Z,Hurricane,2005-10-01T00:00:00.000Z,2005,5
OH,2005-09-13T00:00:00.000Z,Hurricane,2005-10-01T00:00:00.000Z,2005,5
OH,2005-09-13T00:00:00.000Z,Hurricane,2005-10-01T00:00:00.000Z,2005,5
OH,2005-09-13T00:00:00.000Z,Hurricane,2005-10-01T00:00:00.000Z,2005,5
OH,2005-09-13T00:00:00.000Z,Hurricane,2005-10-01T00:00:00.000Z,2005,5
OH,2005-09-13T00:00:00.000Z,Hurricane,2005-10-01T00:00:00.000Z,2005,5
OH,2005-09-13T00:00:00.000Z,Hurricane,2005-10-01T00:00:00.000Z,2005,5
