state,declarationDate,incidentType,incidentEndDate,fyDeclared,region
MN,2019-06-12T00:00:00.000Z,Flood,2019-04-28T00:00:00.000Z,2019,5
MN,2019-06-12T00:00:00.000Z,Flood,2019-04-28T00:00:00.000Z,2019,5
MN,2019-06-12T00:00:00.000Z,Flood,2019-04-28T00:00:00.000Z,2019,5
MN,2019-06-12T00:00:00.000Z,Flood,2019-04-28T00:00:00.000Z,2019,5
MN,2019-06-12T00:00:00.000Z,Flood,2019-04-28T00:00:00.000Z,2019,5
MN,2019-06-12T00:00:00.000Z,Flood,2019-04-28T00:00:00.000Z,2019,5
MN,2019-06-12T00:00:00.000Z,Flood,2019-04-28T00:00:00.000Z,2019,5
MN,2019-06-12T00:00:00.000Z,Flood,2019-04-28T00:00:00.000Z,2019,5
MN,2019-06-12T00:00:00.000Z,Flood,2019-04-28T00:00:00.000Z,2019,5
MN,2019-06-12T00:00:00.000Z,Flood,2019-04-28T00:00:00.000Z,2019,5
MN,2019-06-12T00:00:00.000Z,Flood,2019-04-28T00:00:00.000Z,2019,5
MN,2019-06-12T00:00:00.000Z,Flood,2019-04-28T00:00:00.000Z,2019,5
MN,2019-06-12T00:00:00.000Z,Flood,2019-04-28T00:00:00.000Z,2019,5
MN,2019-06-12T00:00:00.000Z,Flood,2019-04-28T00:00:00.000Z,2019,5
MN,2019-06-12T00:00:00.000Z,Flood,2019-04-28T00:00:00.000Z,2019,5
MN,2019-06-12T00:00:00.000Z,Flood,2019-04-28T00:00:00.000Z,2019,5
MN,2019-06-12T00:00:00.000Z,Flood,2019-04-28T00:00:00.000Z,2019,5
MN,2019-06-12T00:00:00.000Z,Flood,2019-04-28T00:00:00.000Z,2019,5
MN,2019-06-12T00:00:00.000Z,Flood,2019-04-28T00:00:00.000Z,2019,5
MN,2019-06-12T00:00:00.000Z,Flood,2019-04-28T00:00:00.000Z,2019,5
MN,2019-06-12T00:00:00.000Z,Flood,2019-04-28T00:00:00.000Z,2019,5
MN,2019-06-12T00:00:00.000Z,Flood,2019-04-28T00:00:00.000Z,2019,5
MN,2019-06-12T00:00:00.000Z,Flood,2019-04-28T00:00:00.000Z,2019,5
MN,2019-06-12T00:00:00.000Z,Flood,2019-04-28T00:00:00.000Z,2019,5
MN,2019-06-12T00:00:00.000Z,Flood,2019-04-28T00:00:00.000Z,2019,5
MN,2019-06-12T00:00:00.000Z,Flood,2019-04-28T00:00:00.000Z,2019,5
MN,2019-06-12T00:00:00.000Z,Flood,2019-04-28T00:00:00.000Z,2019,5
MN,2019-06-12T00:00:00.000Z,Flood,2019-04-28T00:00:00.000Z,2019,5
MN,2019-06-12T00:00:00.000Z,Flood,2019-04-28T00:00:00.000Z,2019,5
MN,2019-06-12T00:00:00.000Z,Flood,2019-04-28T00:00:00.000Z,2019,5
MN,2019-06-12T00:00:00.000Z,Flood,2019-04-28T00:00:00.000Z,2019,5
MN,2019-06-12T00:00:00.000Z,Flood,2019-04-28T00:00:00.000Z,2019,5
MN,2019-06-12T00:00:00.000Z,Flood,2019-04-28T00:00:00.000Z,2019,5
MN,2019-06-12T00:00:00.000Z,Flood,2019-04-28T00:00:00.000Z,2019,5
MN,2019-06-12T00:00:00.000Z,Flood,2019-04-28T00:00:00.000Z,2019,5
MN,2019-06-12T00:00:00.000Z,Flood,2019-04-28T00:00:00.000Z,2019,5
MN,2019-06-12T00:00:00.000Z,Flood,2019-04-28T00:00:00.000Z,2019,5
MN,2019-06-12T00:00:00.000Z,Flood,2019-04-28T00:00:00.000Z,2019,5
MN,2019-06-12T00:00:00.000Z,Flood,2019-04-28T00:00:00.000Z,2019,5
MN,2019-06-12T00:00:00.000Z,Flood,2019-04-28T00:00:00.000Z,2019,5
MN,2019-06-12T00:00:00.000Z,Flood,2019-04-28T00:00:00.000Z,2019,5
MN,2019-06-12T00:00:00.000Z,Flood,2019-04-28T00:00:00.000Z,2019,5
MN,2019-06-12T00:00:00.000Z,Flood,2019-04-28T00:00:00.000Z,2019,5
MN,2019-06-12T00:00:00.000Z,Flood,2019-04-28T00:00:00.000Z,2019,5
MN,2019-06-12T00:00:00.000Z,Flood,2019-04-28T00:00:00.000Z,2019,5
MN,2019-06-12T00:00:00.000Z,Flood,2019-04-28T00:00:00.000Z,2019,5
MN,2019-06-12T00:00:00.000Z,Flood,2019-04-28T00:00:00.000Z,2019,5
MN,2019-06-12T00:00:00.000Z,Flood,2019-04-28T00:00:00.000Z,2019,5
AR,2019-06-08T00:00:00.000Z,Flood,2019-06-14T00:00:00.000Z,2019,6
AR,2019-06-08T00:00:00.000Z,Flood,2019-06-14T00:00:00.000Z,2019,6
AR,2019-06-08T00:00:00.000Z,Flood,2019-06-14T00:00:00.000Z,2019,6
AR,2019-06-08T00:00:00.000Z,Flood,2019-06-14T00:00:00.000Z,2019,6
AR,2019-06-08T00:00:00.000Z,Flood,2019-06-14T00:00:00.000Z,2019,6
AR,2019-06-08T00:00:00.000Z,Flood,2019-06-14T00:00:00.000Z,2019,6
AR,2019-06-08T00:00:00.000Z,Flood,2019-06-14T00:00:00.000Z,2019,6
AR,2019-06-08T00:00:00.000Z,Flood,2019-06-14T00:00:00.000Z,2019,6
AR,2019-06-08T00:00:00.000Z,Flood,2019-06-14T00:00:00.000Z,2019,6
AR,2019-06-08T00:00:00.000Z,Flood,2019-06-14T00:00:00.000Z,2019,6
AR,2019-06-08T00:00:00.000Z,Flood,2019-06-14T00:00:00.000Z,2019,6
AR,2019-06-08T00:00:00.000Z,Flood,2019-06-14T00:00:00.000Z,2019,6
AR,2019-06-08T00:00:00.000Z,Flood,2019-06-14T00:00:00.000Z,2019,6
AR,2019-06-08T00:00:00.000Z,Flood,2019-06-14T00:00:00.000Z,2019,6
AR,2019-06-08T00:00:00.000Z,Flood,2019-06-14T00:00:00.000Z,2019,6
AR,2019-06-08T00:00:00.000Z,Flood,2019-06-14T00:00:00.000Z,2019,6
AR,2019-06-08T00:00:00.000Z,Flood,2019-06-14T00:00:00.000Z,2019,6
LA,2019-06-03T00:00:00.000Z,Severe Storm,2019-04-25T00:00:00.000Z,2019,6
LA,2019-06-03T00:00:00.000Z,Severe Storm,2019-04-25T00:00:00.000Z,2019,6
LA,2019-06-03T00:00:00.000Z,Severe Storm,2019-04-25T00:00:00.000Z,2019,6
OK,2019-06-01T00:00:00.000Z,Severe Storm,2019-06-09T00:00:00.000Z,2019,6
OK,2019-06-01T00:00:00.000Z,Severe Storm,2019-06-09T00:00:00.000Z,2019,6
OK,2019-06-01T00:00:00.000Z,Severe Storm,2019-06-09T00:00:00.000Z,2019,6
OK,2019-06-01T00:00:00.000Z,Severe Storm,2019-06-09T00:00:00.000Z,2019,6
OK,2019-06-01T00:00:00.000Z,Severe Storm,2019-06-09T00:00:00.000Z,2019,6
OK,2019-06-01T00:00:00.000Z,Severe Storm,2019-06-09T00:00:00.000Z,2019,6
OK,2019-06-01T00:00:00.000Z,Severe Storm,2019-06-09T00:00:00.000Z,2019,6
OK,2019-06-01T00:00:00.000Z,Severe Storm,2019-06-09T00:00:00.000Z,2019,6
OK,2019-06-01T00:00:00.000Z,Severe Storm,2019-06-09T00:00:00.000Z,2019,6
OK,2019-06-01T00:00:00.000Z,Severe Storm,2019-06-09T00:00:00.000Z,2019,6
OK,2019-06-01T00:00:00.000Z,Severe Storm,2019-06-09T00:00:00.000Z,2019,6
OK,2019-06-01T00:00:00.000Z,Severe Storm,2019-06-09T00:00:00.000Z,2019,6
OK,2019-06-01T00:00:00.000Z,Severe Storm,2019-06-09T00:00:00.000Z,2019,6
OK,2019-06-01T00:00:00.000Z,Severe Storm,2019-06-09T00:00:00.000Z,2019,6
OK,2019-06-01T00:00:00.000Z,Severe Storm,2019-06-09T00:00:00.000Z,2019,6
OK,2019-06-01T00:00:00.000Z,Severe Storm,2019-06-09T00:00:00.000Z,2019,6
OK,2019-06-01T00:00:00.000Z,Severe Storm,2019-06-09T00:00:00.000Z,2019,6
OK,2019-06-01T00:00:00.000Z,Severe Storm,2019-06-09T00:00:00.000Z,2019,6
OK,2019-06-01T00:00:00.000Z,Severe Storm,2019-06-09T00:00:00.000Z,2019,6
OK,2019-06-01T00:00:00.000Z,Severe Storm,2019-06-09T00:00:00.000Z,2019,6
OK,2019-06-01T00:00:00.000Z,Severe Storm,2019-06-09T00:00:00.000Z,2019,6
OK,2019-06-01T00:00:00.000Z,Severe Storm,2019-06-09T00:00:00.000Z,2019,6
OK,2019-06-01T00:00:00.000Z,Severe Storm,2019-06-09T00:00:00.000Z,2019,6
OK,2019-06-01T00:00:00.000Z,Severe Storm,2019-06-09T00:00:00.000Z,2019,6
OK,2019-06-01T00:00:00.000Z,Severe Storm,2019-06-09T00:00:00.000Z,2019,6
OK,2019-06-01T00:00:00.000Z,Severe Storm,2019-06-09T00:00:00.000Z,2019,6
OK,2019-06-01T00:00:00.000Z,Severe Storm,2019-06-09T00:00:00.000Z,2019,6
OK,2019-06-01T00:00:00.000Z,Severe Storm,2019-06-09T00:00:00.000Z,2019,6
OK,2019-06-01T00:00:00.000Z,Severe Storm,2019-06-09T00:00:00.000Z,2019,6
OK,2019-06-01T00:00:00.000Z,Severe Storm,2019-06-09T00:00:00.000Z,2019,6
OK,2019-06-01T00:00:00.000Z,Severe Storm,2019-06-09T00:00:00.000Z,2019,6
OK,2019-06-01T00:00:00.000Z,Severe Storm,2019-06-09T00:00:00.000Z,2019,6
OK,2019-06-01T00:00:00.000Z,Severe Storm,2019-06-09T00:00:00.000Z,2019,6
OK,2019-06-01T00:00:00.000Z,Severe Storm,2019-06-09T00:00:00.000Z,2019,6
OK,2019-06-01T00:00:00.000Z,Severe Storm,2019-06-09T00:00:00.000Z,2019,6
OK,2019-06-01T00:00:00.000Z,Severe Storm,2019-06-09T00:00:00.000Z,2019,6
OK,2019-06-01T00:00:00.000Z,Severe Storm,2019-06-09T00:00:00.000Z,2019,6
OK,2019-06-01T00:00:00.000Z,Severe Storm,2019-06-09T00:00:00.000Z,2019,6
OK,2019-06-01T00:00:00.000Z,Severe Storm,2019-06-09T00:00:00.000Z,2019,6
OK,2019-06-01T00:00:00.000Z,Severe Storm,2019-06-09T00:00:00.000Z,2019,6
OK,2019-06-01T00:00:00.000Z,Severe Storm,2019-06-09T00:00:00.000Z,2019,6
OK,2019-06-01T00:00:00.000Z,Severe Storm,2019-06-09T00:00:00.000Z,2019,6
OK,2019-06-01T00:00:00.000Z,Severe Storm,2019-06-09T00:00:00.000Z,2019,6
OK,2019-06-01T00:00:00.000Z,Severe Storm,2019-06-09T00:00:00.000Z,2019,6
OK,2019-06-01T00:00:00.000Z,Severe Storm,2019-06-09T00:00:00.000Z,2019,6
OK,2019-06-01T00:00:00.000Z,Severe Storm,2019-06-09T00:00:00.000Z,2019,6
OK,2019-06-01T00:00:00.000Z,Severe Storm,2019-06-09T00:00:00.000Z,2019,6
OK,2019-06-01T00:00:00.000Z,Severe Storm,2019-06-09T00:00:00.000Z,2019,6
OK,2019-06-01T00:00:00.000Z,Severe Storm,2019-06-09T00:00:00.000Z,2019,6
OK,2019-06-01T00:00:00.000Z,Severe Storm,2019-06-09T00:00:00.000Z,2019,6
OK,2019-06-01T00:00:00.000Z,Severe Storm,2019-06-09T00:00:00.000Z,2019,6
AZ,2019-05-21T00:00:00.000Z,Severe Storm,2019-02-24T00:00:00.000Z,2019,9
MO,2019-05-20T00:00:00.000Z,Flood,2019-04-16T00:00:00.000Z,2019,7
MO,2019-05-20T00:00:00.000Z,Flood,2019-04-16T00:00:00.000Z,2019,7
MO,2019-05-20T00:00:00.000Z,Flood,2019-04-16T00:00:00.000Z,2019,7
MO,2019-05-20T00:00:00.000Z,Flood,2019-04-16T00:00:00.000Z,2019,7
MO,2019-05-20T00:00:00.000Z,Flood,2019-04-16T00:00:00.000Z,2019,7
MO,2019-05-20T00:00:00.000Z,Flood,2019-04-16T00:00:00.000Z,2019,7
MO,2019-05-20T00:00:00.000Z,Flood,2019-04-16T00:00:00.000Z,2019,7
MO,2019-05-20T00:00:00.000Z,Flood,2019-04-16T00:00:00.000Z,2019,7
MO,2019-05-20T00:00:00.000Z,Flood,2019-04-16T00:00:00.000Z,2019,7
MO,2019-05-20T00:00:00.000Z,Flood,2019-04-16T00:00:00.000Z,2019,7
MO,2019-05-20T00:00:00.000Z,Flood,2019-04-16T00:00:00.000Z,2019,7
MO,2019-05-20T00:00:00.000Z,Flood,2019-04-16T00:00:00.000Z,2019,7
MO,2019-05-20T00:00:00.000Z,Flood,2019-04-16T00:00:00.000Z,2019,7
MO,2019-05-20T00:00:00.000Z,Flood,2019-04-16T00:00:00.000Z,2019,7
MO,2019-05-20T00:00:00.000Z,Flood,2019-04-16T00:00:00.000Z,2019,7
MO,2019-05-20T00:00:00.000Z,Flood,2019-04-16T00:00:00.000Z,2019,7
CA,2019-05-17T00:00:00.000Z,Severe Storm,2019-03-01T00:00:00.000Z,2019,9
CA,2019-05-17T00:00:00.000Z,Severe Storm,2019-03-01T00:00:00.000Z,2019,9
CA,2019-05-17T00:00:00.000Z,Severe Storm,2019-03-01T00:00:00.000Z,2019,9
CA,2019-05-17T00:00:00.000Z,Severe Storm,2019-03-01T00:00:00.000Z,2019,9
CA,2019-05-17T00:00:00.000Z,Severe Storm,2019-03-01T00:00:00.000Z,2019,9
CA,2019-05-17T00:00:00.000Z,Severe Storm,2019-03-01T00:00:00.000Z,2019,9
CA,2019-05-17T00:00:00.000Z,Severe Storm,2019-03-01T00:00:00.000Z,2019,9
CA,2019-05-17T00:00:00.000Z,Severe Storm,2019-03-01T00:00:00.000Z,2019,9
CA,2019-05-17T00:00:00.000Z,Severe Storm,2019-03-01T00:00:00.000Z,2019,9
CA,2019-05-17T00:00:00.000Z,Severe Storm,2019-03-01T00:00:00.000Z,2019,9
CA,2019-05-17T00:00:00.000Z,Severe Storm,2019-03-01T00:00:00.000Z,2019,9
CA,2019-05-17T00:00:00.000Z,Severe Storm,2019-03-01T00:00:00.000Z,2019,9
CA,2019-05-17T00:00:00.000Z,Severe Storm,2019-03-01T00:00:00.000Z,2019,9
CA,2019-05-17T00:00:00.000Z,Severe Storm,2019-03-01T00:00:00.000Z,2019,9
CA,2019-05-17T00:00:00.000Z,Severe Storm,2019-03-01T00:00:00.000Z,2019,9
CA,2019-05-17T00:00:00.000Z,Severe Storm,2019-03-01T00:00:00.000Z,2019,9
CA,2019-05-17T00:00:00.000Z,Severe Storm,2019-03-01T00:00:00.000Z,2019,9
CA,2019-05-17T00:00:00.000Z,Severe Storm,2019-03-01T00:00:00.000Z,2019,9
OR,2019-05-02T00:00:00.000Z,Severe Storm,2019-02-26T00:00:00.000Z,2019,10
OR,2019-05-02T00:00:00.000Z,Severe Storm,2019-02-26T00:00:00.000Z,2019,10
OR,2019-05-02T00:00:00.000Z,Severe Storm,2019-02-26T00:00:00.000Z,2019,10
OR,2019-05-02T00:00:00.000Z,Severe Storm,2019-02-26T00:00:00.000Z,2019,10
OR,2019-05-02T00:00:00.000Z,Severe Storm,2019-02-26T00:00:00.000Z,2019,10
CA,2019-05-01T00:00:00.000Z,Severe Storm,2019-02-15T00:00:00.000Z,2019,9
CA,2019-05-01T00:00:00.000Z,Severe Storm,2019-02-15T00:00:00.000Z,2019,9
CA,2019-05-01T00:00:00.000Z,Severe Storm,2019-02-15T00:00:00.000Z,2019,9
CA,2019-05-01T00:00:00.000Z,Severe Storm,2019-02-15T00:00:00.000Z,2019,9
CA,2019-05-01T00:00:00.000Z,Severe Storm,2019-02-15T00:00:00.000Z,2019,9
CA,2019-05-01T00:00:00.000Z,Severe Storm,2019-02-15T00:00:00.000Z,2019,9
CA,2019-05-01T00:00:00.000Z,Severe Storm,2019-02-15T00:00:00.000Z,2019,9
CA,2019-05-01T00:00:00.000Z,Severe Storm,2019-02-15T00:00:00.000Z,2019,9
CA,2019-05-01T00:00:00.000Z,Severe Storm,2019-02-15T00:00:00.000Z,2019,9
CA,2019-05-01T00:00:00.000Z,Severe Storm,2019-02-15T00:00:00.000Z,2019,9
CA,2019-05-01T00:00:00.000Z,Severe Storm,2019-02-15T00:00:00.000Z,2019,9
IA,2019-04-29T00:00:00.000Z,Flood,2019-04-01T00:00:00.000Z,2019,7
MS,2019-04-23T00:00:00.000Z,Severe Storm,2019-08-23T00:00:00.000Z,2019,4
MS,2019-04-23T00:00:00.000Z,Severe Storm,2019-08-23T00:00:00.000Z,2019,4
MS,2019-04-23T00:00:00.000Z,Severe Storm,2019-08-23T00:00:00.000Z,2019,4
MS,2019-04-23T00:00:00.000Z,Severe Storm,2019-08-23T00:00:00.000Z,2019,4
MS,2019-04-23T00:00:00.000Z,Severe Storm,2019-08-23T00:00:00.000Z,2019,4
MS,2019-04-23T00:00:00.000Z,Severe Storm,2019-08-23T00:00:00.000Z,2019,4
MS,2019-04-23T00:00:00.000Z,Severe Storm,2019-08-23T00:00:00.000Z,2019,4
MS,2019-04-23T00:00:00.000Z,Severe Storm,2019-08-23T00:00:00.000Z,2019,4
MS,2019-04-23T00:00:00.000Z,Severe Storm,2019-08-23T00:00:00.000Z,2019,4
MS,2019-04-23T00:00:00.000Z,Severe Storm,2019-08-23T00:00:00.000Z,2019,4
MS,2019-04-23T00:00:00.000Z,Severe Storm,2019-08-23T00:00:00.000Z,2019,4
MS,2019-04-23T00:00:00.000Z,Severe Storm,2019-08-23T00:00:00.000Z,2019,4
MS,2019-04-23T00:00:00.000Z,Severe Storm,2019-08-23T00:00:00.000Z,2019,4
MS,2019-04-23T00:00:00.000Z,Severe Storm,2019-08-23T00:00:00.000Z,2019,4
MS,2019-04-23T00:00:00.000Z,Severe Storm,2019-08-23T00:00:00.000Z,2019,4
MS,2019-04-23T00:00:00.000Z,Severe Storm,2019-08-23T00:00:00.000Z,2019,4
MS,2019-04-23T00:00:00.000Z,Severe Storm,2019-08-23T00:00:00.000Z,2019,4
MS,2019-04-23T00:00:00.000Z,Severe Storm,2019-08-23T00:00:00.000Z,2019,4
MS,2019-04-23T00:00:00.000Z,Severe Storm,2019-08-23T00:00:00.000Z,2019,4
MS,2019-04-23T00:00:00.000Z,Severe Storm,2019-08-23T00:00:00.000Z,2019,4
MS,2019-04-23T00:00:00.000Z,Severe Storm,2019-08-23T00:00:00.000Z,2019,4
MS,2019-04-23T00:00:00.000Z,Severe Storm,2019-08-23T00:00:00.000Z,2019,4
MS,2019-04-23T00:00:00.000Z,Severe Storm,2019-08-23T00:00:00.000Z,2019,4
MS,2019-04-23T00:00:00.000Z,Severe Storm,2019-08-23T00:00:00.000Z,2019,4
MS,2019-04-23T00:00:00.000Z,Severe Storm,2019-08-23T00:00:00.000Z,2019,4
MS,2019-04-23T00:00:00.000Z,Severe Storm,2019-08-23T00:00:00.000Z,2019,4
MS,2019-04-23T00:00:00.000Z,Severe Storm,2019-08-23T00:00:00.000Z,2019,4
MS,2019-04-23T00:00:00.000Z,Severe Storm,2019-08-23T00:00:00.000Z,2019,4
MS,2019-04-23T00:00:00.000Z,Severe Storm,2019-08-23T00:00:00.000Z,2019,4
MS,2019-04-23T00:00:00.000Z,Severe Storm,2019-08-23T00:00:00.000Z,2019,4
KY,2019-04-17T00:00:00.000Z,Severe Storm,2019-03-10T00:00:00.000Z,2019,4
KY,2019-04-17T00:00:00.000Z,Severe Storm,2019-03-10T00:00:00.000Z,2019,4
KY,2019-04-17T00:00:00.000Z,Severe Storm,2019-03-10T00:00:00.000Z,2019,4
KY,2019-04-17T00:00:00.000Z,Severe Storm,2019-03-10T00:00:00.000Z,2019,4
KY,2019-04-17T00:00:00.000Z,Severe Storm,2019-03-10T00:00:00.000Z,2019,4
KY,2019-04-17T00:00:00.000Z,Severe Storm,2019-03-10T00:00:00.000Z,2019,4
KY,2019-04-17T00:00:00.000Z,Severe Storm,2019-03-10T00:00:00.000Z,2019,4
KY,2019-04-17T00:00:00.000Z,Severe Storm,2019-03-10T00:00:00.000Z,2019,4
KY,2019-04-17T00:00:00.000Z,Severe Storm,2019-03-10T00:00:00.000Z,2019,4
KY,2019-04-17T00:00:00.000Z,Severe Storm,2019-03-10T00:00:00.000Z,2019,4
KY,2019-04-17T00:00:00.000Z,Severe Storm,2019-03-10T00:00:00.000Z,2019,4
KY,2019-04-17T00:00:00.000Z,Severe Storm,2019-03-10T00:00:00.000Z,2019,4
KY,2019-04-17T00:00:00.000Z,Severe Storm,2019-03-10T00:00:00.000Z,2019,4
KY,2019-04-17T00:00:00.000Z,Severe Storm,2019-03-10T00:00:00.000Z,2019,4
KY,2019-04-17T00:00:00.000Z,Severe Storm,2019-03-10T00:00:00.000Z,2019,4
KY,2019-04-17T00:00:00.000Z,Severe Storm,2019-03-10T00:00:00.000Z,2019,4
KY,2019-04-17T00:00:00.000Z,Severe Storm,2019-03-10T00:00:00.000Z,2019,4
KY,2019-04-17T00:00:00.000Z,Severe Storm,2019-03-10T00:00:00.000Z,2019,4
KY,2019-04-17T00:00:00.000Z,Severe Storm,2019-03-10T00:00:00.000Z,2019,4
KY,2019-04-17T00:00:00.000Z,Severe Storm,2019-03-10T00:00:00.000Z,2019,4
KY,2019-04-17T00:00:00.000Z,Severe Storm,2019-03-10T00:00:00.000Z,2019,4
KY,2019-04-17T00:00:00.000Z,Severe Storm,2019-03-10T00:00:00.000Z,2019,4
KY,2019-04-17T00:00:00.000Z,Severe Storm,2019-03-10T00:00:00.000Z,2019,4
KY,2019-04-17T00:00:00.000Z,Severe Storm,2019-03-10T00:00:00.000Z,2019,4
KY,2019-04-17T00:00:00.000Z,Severe Storm,2019-03-10T00:00:00.000Z,2019,4
KY,2019-04-17T00:00:00.000Z,Severe Storm,2019-03-10T00:00:00.000Z,2019,4
KY,2019-04-17T00:00:00.000Z,Severe Storm,2019-03-10T00:00:00.000Z,2019,4
KY,2019-04-17T00:00:00.000Z,Severe Storm,2019-03-10T00:00:00.000Z,2019,4
KY,2019-04-17T00:00:00.000Z,Severe Storm,2019-03-10T00:00:00.000Z,2019,4
KY,2019-04-17T00:00:00.000Z,Severe Storm,2019-03-10T00:00:00.000Z,2019,4
KY,2019-04-17T00:00:00.000Z,Severe Storm,2019-03-10T00:00:00.000Z,2019,4
KY,2019-04-17T00:00:00.000Z,Severe Storm,2019-03-10T00:00:00.000Z,2019,4
KY,2019-04-17T00:00:00.000Z,Severe Storm,2019-03-10T00:00:00.000Z,2019,4
KY,2019-04-17T00:00:00.000Z,Severe Storm,2019-03-10T00:00:00.000Z,2019,4
KY,2019-04-17T00:00:00.000Z,Severe Storm,2019-03-10T00:00:00.000Z,2019,4
KY,2019-04-17T00:00:00.000Z,Severe Storm,2019-03-10T00:00:00.000Z,2019,4
KY,2019-04-17T00:00:00.000Z,Severe Storm,2019-03-10T00:00:00.000Z,2019,4
KY,2019-04-17T00:00:00.000Z,Severe Storm,2019-03-10T00:00:00.000Z,2019,4
KY,2019-04-17T00:00:00.000Z,Severe Storm,2019-03-10T00:00:00.000Z,2019,4
KY,2019-04-17T00:00:00.000Z,Severe Storm,2019-03-10T00:00:00.000Z,2019,4
KY,2019-04-17T00:00:00.000Z,Severe Storm,2019-03-10T00:00:00.000Z,2019,4
KY,2019-04-17T00:00:00.000Z,Severe Storm,2019-03-10T00:00:00.000Z,2019,4
KY,2019-04-17T00:00:00.000Z,Severe Storm,2019-03-10T00:00:00.000Z,2019,4
KY,2019-04-17T00:00:00.000Z,Severe Storm,2019-03-10T00:00:00.000Z,2019,4
KY,2019-04-17T00:00:00.000Z,Severe Storm,2019-03-10T00:00:00.000Z,2019,4
KY,2019-04-17T00:00:00.000Z,Severe Storm,2019-03-10T00:00:00.000Z,2019,4
KY,2019-04-17T00:00:00.000Z,Severe Storm,2019-03-10T00:00:00.000Z,2019,4
KY,2019-04-17T00:00:00.000Z,Severe Storm,2019-03-10T00:00:00.000Z,2019,4
KY,2019-04-17T00:00:00.000Z,Severe Storm,2019-03-10T00:00:00.000Z,2019,4
KY,2019-04-17T00:00:00.000Z,Severe Storm,2019-03-10T00:00:00.000Z,2019,4
KY,2019-04-17T00:00:00.000Z,Severe Storm,2019-03-10T00:00:00.000Z,2019,4
KY,2019-04-17T00:00:00.000Z,Severe Storm,2019-03-10T00:00:00.000Z,2019,4
KY,2019-04-17T00:00:00.000Z,Severe Storm,2019-03-10T00:00:00.000Z,2019,4
KY,2019-04-17T00:00:00.000Z,Severe Storm,2019-03-10T00:00:00.000Z,2019,4
KY,2019-04-17T00:00:00.000Z,Severe Storm,2019-03-10T00:00:00.000Z,2019,4
KY,2019-04-17T00:00:00.000Z,Severe Storm,2019-03-10T00:00:00.000Z,2019,4
KY,2019-04-17T00:00:00.000Z,Severe Storm,2019-03-10T00:00:00.000Z,2019,4
KY,2019-04-17T00:00:00.000Z,Severe Storm,2019-03-10T00:00:00.000Z,2019,4
KY,2019-04-17T00:00:00.000Z,Severe Storm,2019-03-10T00:00:00.000Z,2019,4
KY,2019-04-17T00:00:00.000Z,Severe Storm,2019-03-10T00:00:00.000Z,2019,4
KY,2019-04-17T00:00:00.000Z,Severe Storm,2019-03-10T00:00:00.000Z,2019,4
TN,2019-04-17T00:00:00.000Z,Flood,2019-03-30T00:00:00.000Z,2019,4
TN,2019-04-17T00:00:00.000Z,Flood,2019-03-30T00:00:00.000Z,2019,4
TN,2019-04-17T00:00:00.000Z,Flood,2019-03-30T00:00:00.000Z,2019,4
TN,2019-04-17T00:00:00.000Z,Flood,2019-03-30T00:00:00.000Z,2019,4
TN,2019-04-17T00:00:00.000Z,Flood,2019-03-30T00:00:00.000Z,2019,4
TN,2019-04-17T00:00:00.000Z,Flood,2019-03-30T00:00:00.000Z,2019,4
TN,2019-04-17T00:00:00.000Z,Flood,2019-03-30T00:00:00.000Z,2019,4
TN,2019-04-17T00:00:00.000Z,Flood,2019-03-30T00:00:00.000Z,2019,4
TN,2019-04-17T00:00:00.000Z,Flood,2019-03-30T00:00:00.000Z,2019,4
TN,2019-04-17T00:00:00.000Z,Flood,2019-03-30T00:00:00.000Z,2019,4
TN,2019-04-17T00:00:00.000Z,Flood,2019-03-30T00:00:00.000Z,2019,4
TN,2019-04-17T00:00:00.000Z,Flood,2019-03-30T00:00:00.000Z,2019,4
TN,2019-04-17T00:00:00.000Z,Flood,2019-03-30T00:00:00.000Z,2019,4
TN,2019-04-17T00:00:00.000Z,Flood,2019-03-30T00:00:00.000Z,2019,4
TN,2019-04-17T00:00:00.000Z,Flood,2019-03-30T00:00:00.000Z,2019,4
TN,2019-04-17T00:00:00.000Z,Flood,2019-03-30T00:00:00.000Z,2019,4
TN,2019-04-17T00:00:00.000Z,Flood,2019-03-30T00:00:00.000Z,2019,4
TN,2019-04-17T00:00:00.000Z,Flood,2019-03-30T00:00:00.000Z,2019,4
TN,2019-04-17T00:00:00.000Z,Flood,2019-03-30T00:00:00.000Z,2019,4
TN,2019-04-17T00:00:00.000Z,Flood,2019-03-30T00:00:00.000Z,2019,4
TN,2019-04-17T00:00:00.000Z,Flood,2019-03-30T00:00:00.000Z,2019,4
TN,2019-04-17T00:00:00.000Z,Flood,2019-03-30T00:00:00.000Z,2019,4
TN,2019-04-17T00:00:00.000Z,Flood,2019-03-30T00:00:00.000Z,2019,4
TN,2019-04-17T00:00:00.000Z,Flood,2019-03-30T00:00:00.000Z,2019,4
TN,2019-04-17T00:00:00.000Z,Flood,2019-03-30T00:00:00.000Z,2019,4
TN,2019-04-17T00:00:00.000Z,Flood,2019-03-30T00:00:00.000Z,2019,4
TN,2019-04-17T00:00:00.000Z,Flood,2019-03-30T00:00:00.000Z,2019,4
TN,2019-04-17T00:00:00.000Z,Flood,2019-03-30T00:00:00.000Z,2019,4
TN,2019-04-17T00:00:00.000Z,Flood,2019-03-30T00:00:00.000Z,2019,4
